metric,explain,linguistic_label,k400_label,domain_label
f0498418,General_Surgery_45_54=2018,Surgical Specialist Workforce and Hospital Services,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0498518,General_Surgery_55_64=2018,Surgical Specialist Workforce and Hospital Services,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0498818,Neurological_Surgery_<_35=2018,Neurology and Neurological Surgery Workforce,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0498918,Neurological_Surgery_35_44=2018,Neurology and Neurological Surgery Workforce,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0499018,Neurological_Surgery_45_54=2018,Neurology and Neurological Surgery Workforce,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0499118,Neurological_Surgery_55_64=2018,Neurology and Neurological Surgery Workforce,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0500018,Ophthalmology_<_35=2018,Ophthalmology Physician Workforce by Age and Setting,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0500118,Ophthalmology_35_44=2018,Ophthalmology Physician Workforce by Age and Setting,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0500218,Ophthalmology_45_54=2018,Ophthalmology Physician Workforce by Age and Setting,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0500318,Ophthalmology_55_64=2018,Ophthalmology Physician Workforce by Age and Setting,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0500618,Orthopedic_Surgery_<_35=2018,Orthopedic Surgery Physician Workforce Demographics,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0500718,Orthopedic_Surgery_35_44=2018,Orthopedic Surgery Physician Workforce Demographics,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0500818,Orthopedic_Surgery_45_54=2018,Orthopedic Surgery Physician Workforce Demographics,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0500918,Orthopedic_Surgery_55_64=2018,Orthopedic Surgery Physician Workforce Demographics,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0501218,Otolaryngology_<_35=2018,Otolaryngology Physician Workforce Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0501318,Otolaryngology_35_44=2018,Otolaryngology Physician Workforce Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0501418,Otolaryngology_45_54=2018,Otolaryngology Physician Workforce Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0501518,Otolaryngology_55_64=2018,Otolaryngology Physician Workforce Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0501818,Plastic_Surgery_<_35=2018,Plastic Surgery Procedures by Age Group,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0501918,Plastic_Surgery_35_44=2018,Plastic Surgery Procedures by Age Group,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0502018,Plastic_Surgery_45_54=2018,Plastic Surgery Procedures by Age Group,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0502118,Plastic_Surgery_55_64=2018,Plastic Surgery Procedures by Age Group,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0502418,Colon_&_Rectal_Surgery_<_35=2018,Colorectal Surgery Healthcare Provider Demographics,Colon/rectal surgery total and office-based workforce,
f0502518,Colon_&_Rectal_Surgery_35_44=2018,Colorectal Surgery Healthcare Provider Demographics,Colon/rectal surgery total and office-based workforce,
f0502618,Colon_&_Rectal_Surgery_45_54=2018,Colorectal Surgery Healthcare Provider Demographics,Colon/rectal surgery mid-career and GP research activity,
f0502718,Colon_&_Rectal_Surgery_55_64=2018,Colorectal Surgery Healthcare Provider Demographics,Colon/rectal surgery total and office-based workforce,
f0503018,Thoracic_Surgery_<_35=2018,Thoracic Surgery Physician Workforce Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0503118,Thoracic_Surgery_35_44=2018,Thoracic Surgery Physician Workforce Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0503218,Thoracic_Surgery_45_54=2018,Thoracic Surgery Physician Workforce Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0503318,Thoracic_Surgery_55_64=2018,Thoracic Surgery Physician Workforce Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0503618,Urology_<_35=2018,Urology Physician Workforce by Age Groups,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0503718,Urology_35_44=2018,Urology Physician Workforce by Age Groups,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0503818,Urology_45_54=2018,Urology Physician Workforce by Age Groups,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0503918,Urology_55_64=2018,Urology Physician Workforce by Age Groups,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0504218,Other_Specialty_Total_<_35=2018,Healthcare Specialists in Other Medical Fields,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0504318,Other_Specialty_Total_35_44=2018,Healthcare Specialists in Other Medical Fields,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0504418,Other_Specialty_Total_45_54=2018,Healthcare Specialists in Other Medical Fields,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",Physician and specialist workforce counts
f0504518,Other_Specialty_Total_55_64=2018,Healthcare Specialists in Other Medical Fields,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0504818,Aerospace_Medicine_<_35=2018,,,
f0504918,Aerospace_Medicine_35_44=2018,Aerospace Medicine Physicians by Age and Practice,Aerospace medicine physicians by training and age,
f0505018,Aerospace_Medicine_45_54=2018,Aerospace Medicine Physicians by Age and Practice,Aerospace Medicine 45 54,
f0505118,Aerospace_Medicine_55_64=2018,Aerospace Medicine Physicians by Age and Practice,Aerospace Medicine 55 64,
f0505418,Anesthesiology_<_35=2018,Anesthesia Healthcare Provider Workforce Demographics,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0505518,Anesthesiology_35_44=2018,Anesthesia Healthcare Provider Workforce Demographics,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0505618,Anesthesiology_45_54=2018,Anesthesia Healthcare Provider Workforce Demographics,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0505718,Anesthesiology_55_64=2018,Anesthesia Healthcare Provider Workforce Demographics,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0506018,Child_Psychiatry_<_35=2018,Psychiatric and Child Psychiatric Workforce Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0506118,Child_Psychiatry_35_44=2018,Psychiatric and Child Psychiatric Workforce Distribution,"Mixed: child psychiatry, diagnostic radiology, and emergency medicine teaching and administration",
f0506218,Child_Psychiatry_45_54=2018,Psychiatric and Child Psychiatric Workforce Distribution,"Mixed: child psychiatry, diagnostic radiology, and emergency medicine teaching and administration",
f0506318,Child_Psychiatry_55_64=2018,Psychiatric and Child Psychiatric Workforce Distribution,Child psychiatry total and office-based workforce,
f0506618,Diagnostic_Radiology_<_35=2018,Radiology Healthcare Provider Workforce Availability,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0506718,Diagnostic_Radiology_35_44=2018,Radiology Healthcare Provider Workforce Availability,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0506818,Diagnostic_Radiology_45_54=2018,Radiology Healthcare Provider Workforce Availability,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0506918,Diagnostic_Radiology_55_64=2018,Radiology Healthcare Provider Workforce Availability,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0507218,Forensic_Pathology_<_35=2018,Forensic Pathology Physician Workforce and Demographics,Child psychiatry teaching and young forensic pathologists,
f0507318,Forensic_Pathology_35_44=2018,Forensic Pathology Physician Workforce and Demographics,Forensic pathology physicians by age and role,
f0507418,Forensic_Pathology_45_54=2018,Forensic Pathology Physician Workforce and Demographics,Forensic pathology mid-career hospital staff,
f0507518,Forensic_Pathology_55_64=2018,Forensic Pathology Physician Workforce and Demographics,Forensic pathology physicians by age and role,
f0507818,Neurology_<_35=2018,Neurology and Neurological Surgery Workforce,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0507918,Neurology_35_44=2018,Neurology and Neurological Surgery Workforce,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0508018,Neurology_45_54=2018,Neurology and Neurological Surgery Workforce,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0508118,Neurology_55_64=2018,Neurology and Neurological Surgery Workforce,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f0508418,Occupational_Medicine_<_35=2018,Medical Rehabilitation and Occupational Medicine Physicians,Occupational medicine early-career physicians and trainee vacancies,
f0508518,Occupational_Medicine_35_44=2018,Medical Rehabilitation and Occupational Medicine Physicians,Occupational Medicine 35 44,
f0508618,Occupational_Medicine_45_54=2018,Medical Rehabilitation and Occupational Medicine Physicians,Mixed: dentists other occupation type and occupational medicine mid-career,
f0508718,Occupational_Medicine_55_64=2018,Medical Rehabilitation and Occupational Medicine Physicians,Occupational medicine total and office-based workforce,
